query_id,best_hit,best_evalue,best_score,score_mean,score_std,score_gmean
sp|Q810C0|SLIK2_MOUSE,4Y61_B,6.6e-28,196.68,105.46,24.85,102.70
sp|Q8BGX7|SPIDR_MOUSE,7LMB_D,61.0,37.37,nan,nan,nan
sp|Q8BGY4|KLH26_MOUSE,6WCQ_C,1.4e-47,341.85,110.16,41.23,104.22
sp|Q8BHW9|SLNL1_MOUSE,7EG4_B,1.3e-07,91.03,82.51,8.49,82.04
sp|Q8C006|TRI35_MOUSE,4CFG_B,2.6e-28,206.32,102.46,39.20,95.92
sp|Q8C4J7|TBL3_MOUSE,7MQA_LR,7.7e-115,794.17,181.38,79.17,173.10
sp|Q8C4V1|RHG24_MOUSE,7MYO_B,1.1e-22,200.68,104.94,48.27,93.88
sp|Q8CHG7|RPGF2_MOUSE,4F7Z_A,2.4e-71,610.86,259.91,126.39,230.68
sp|Q8CJ70|IL19_MOUSE,4DOH_C,1.1e-24,158.45,136.86,13.26,136.23
sp|Q8JZM0|TFB1M_MOUSE,4GC5_A,1.9e-58,389.14,202.69,64.00,190.52
sp|Q8K1H7|T11L2_MOUSE,7N9F_z,6.5,41.98,nan,nan,nan
sp|Q8K2G4|BBS7_MOUSE,6VBV_7,3.2e-111,813.85,369.45,293.82,269.34
sp|Q8K375|LRC56_MOUSE,4LXR_A,5.4e-08,91.12,69.75,7.56,69.37
sp|Q8K4Z0|LGI2_MOUSE,5Y31_B,8e-49,344.97,85.17,35.88,81.83
sp|Q8R0Y6|AL1L1_MOUSE,7RLU_D,5.9e-126,951.6,331.93,127.09,301.84
sp|Q8R464|CADM4_MOUSE,5ZO2_C,2.5e-36,213.76,104.27,21.01,102.33
sp|Q8VFD2|O5P66_MOUSE,7BVQ_B,2.5e-23,169.58,135.38,18.20,133.84
sp|Q8VGS3|O5AR1_MOUSE,7JOZ_R,2.6e-27,195.26,151.76,23.09,149.46
sp|Q8VHS2|CRUM1_MOUSE,3QCW_A,5.5e-33,287.83,125.28,57.67,114.41
sp|Q8VIC6|V1R51_MOUSE,4XES_A,6.3e-05,60.78,nan,nan,nan
sp|Q8VIM9|IRGQ_MOUSE,1TQ6_A,4.9e-14,131.63,122.35,4.81,122.26
sp|Q91V57|CHIN_MOUSE,3CXL_A,1.4e-82,545.21,151.10,85.40,139.52
sp|Q91W82|UB2E2_MOUSE,5A4P_A,2.1e-27,194.72,113.38,20.24,111.75
sp|Q921X9|PDIA5_MOUSE,5AYL_A,1.5e-35,270.07,97.31,32.36,93.64
sp|Q922Q4|P5CR2_MOUSE,3TRI_A,2e-33,218.52,96.02,37.42,90.37
sp|Q99J38|I70A1_MOUSE,4UZY_A,5.1e-50,356.94,85.67,29.13,83.28
sp|Q99K85|SERC_MOUSE,5YII_A,2.5e-22,157.67,96.88,27.72,93.23
sp|Q99M73|KRT84_MOUSE,3TNU_A,1.7e-15,102.99,73.83,13.82,72.51
sp|Q99PR8|HSPB2_MOUSE,6F2R_D,1.6e-18,122.71,65.75,17.83,63.92
sp|Q9CQS4|S2546_MOUSE,6GCI_A,5e-10,92.94,90.01,2.04,89.99
sp|Q9CX92|CXE1_MOUSE,5ER7_B,4.3e-28,184.46,179.61,3.41,179.58
sp|Q9CXI3|MOXD1_MOUSE,4ZEL_A,5e-94,695.53,240.05,179.98,190.49
sp|Q9CYC3|TM39A_MOUSE,6ZA9_K,150.0,28.31,nan,nan,nan
sp|Q9CYZ8|SSBP2_MOUSE,6TYD_A,2.8e-19,122.0,107.80,10.38,107.30
sp|Q9D7Q0|LYG1_MOUSE,1LSP_A,2e-08,67.74,67.74,0.00,67.74
sp|Q9D8K8|S2539_MOUSE,6GCI_A,1.3e-33,226.22,210.72,11.79,210.39
sp|Q9D9U9|CFA45_MOUSE,7RRO_c,5.2e-88,666.38,292.50,229.27,214.30
sp|Q9DCX8|IYD1_MOUSE,3GFD_B,1.1e-31,205.42,100.25,20.09,98.78
sp|Q9EQ45|V1R46_MOUSE,4XES_A,0.00017,58.14,nan,nan,nan
sp|Q9EQM6|DGCR8_MOUSE,6LXE_B,3.6e-197,1548.97,440.43,564.10,203.12
sp|Q9JIG8|PRAF2_MOUSE,1LYP_A,2.7,28.33,nan,nan,nan
sp|Q9JIW9|RALB_MOUSE,2BOV_A,8.3e-28,150.58,113.20,11.82,112.56
sp|Q9JJG7|CABP8_MOUSE,3Q5I_A,5.6e-11,95.6,63.42,11.95,62.27
sp|Q9JJL0|TSGA8_MOUSE,5MMM_x,7.6,32.32,nan,nan,nan
sp|Q9JL16|ISG20_MOUSE,6R5K_A,1.9e-16,150.26,84.45,25.92,80.98
sp|Q9QXT1|DAPP1_MOUSE,4Y93_A,6.6e-12,100.19,60.07,14.55,58.48
sp|Q9R0G8|NRK_MOUSE,5UPL_A,9.3e-31,259.43,194.19,14.68,193.66
sp|Q9WTP2|SPY4_MOUSE,3MLP_A,130.0,29.46,nan,nan,nan
sp|Q9WU66|SFRP5_MOUSE,5XGP_A,4.8e-53,333.62,111.42,41.58,107.04
sp|Q9WUA3|PFKAP_MOUSE,3OPY_A,2.9e-151,1218.81,623.44,325.39,546.83
sp|Q9WUH1|TM115_MOUSE,7CZB_A,0.0039,51.36,nan,nan,nan
sp|Q9Z2X1|HNRPF_MOUSE,6ASO_A,9.7e-16,131.08,77.00,17.62,75.23
tr|A0A075B5X3|A0A075B5X3_MOUSE,3N44_F,1.3e-14,114.99,65.27,8.66,64.73
tr|A0A075B6D1|A0A075B6D1_MOUSE,6HDC_A,1.8e-13,92.94,52.16,6.73,51.77
tr|A0A140LIE7|A0A140LIE7_MOUSE,7JOZ_R,9.5e-22,162.96,128.77,16.05,127.52
tr|A0A1L1SSS5|A0A1L1SSS5_MOUSE,7BVQ_B,7.4e-25,178.11,142.29,19.98,140.51
tr|A0A9L6KDF6|A0A9L6KDF6_MOUSE,6YXY_EE,1800.0,30.52,nan,nan,nan
tr|A0AAQ4VMW3|A0AAQ4VMW3_MOUSE,1P5S_A,4.7e-08,90.42,81.00,8.82,80.49
tr|A0ABA7IXF0|A0ABA7IXF0_MOUSE,5A2F_A,0.0052,48.51,nan,nan,nan
tr|A0ABJ3HNW1|A0ABJ3HNW1_MOUSE,1EYS_C,5.4,29.44,nan,nan,nan
tr|A2A4U6|A2A4U6_MOUSE,6QNX_C,5.7e-51,420.11,100.13,52.97,90.19
tr|A2A7A1|A2A7A1_MOUSE,6QNX_C,7.3e-53,432.83,100.39,54.57,90.01
tr|A2AM80|A2AM80_MOUSE,6OVF_A,4.2e-10,80.45,67.98,9.05,67.39
tr|A2RT31|A2RT31_MOUSE,7JOZ_R,1.1e-29,209.81,159.18,23.32,156.99
tr|A2RTH5|A2RTH5_MOUSE,2ZWA_B,5.6e-56,392.68,265.18,104.73,240.54
tr|A7VMS2|A7VMS2_MOUSE,6AT5_A,3.1e-50,316.02,182.03,81.76,158.58
tr|B1AQ90|B1AQ90_MOUSE,4X9Z_B,770.0,18.29,nan,nan,nan
tr|B2RVY8|B2RVY8_MOUSE,7JOZ_R,1.4e-26,192.9,155.41,21.07,153.50
tr|B2RXC6|B2RXC6_MOUSE,7D58_A,2.1e-252,2096.14,1236.03,498.20,1098.35
tr|B9EKK6|B9EKK6_MOUSE,6PNQ_B,3.2e-27,202.14,163.07,55.25,151.40
tr|E9Q1M3|E9Q1M3_MOUSE,1W1H_B,200.0,19.82,nan,nan,nan
tr|E9Q287|E9Q287_MOUSE,6QIG_A,1.3e-85,645.31,188.58,104.68,164.94
tr|G3X9I0|G3X9I0_MOUSE,6QNX_C,6.3e-55,437.47,100.11,55.06,89.43
tr|G3X9N5|G3X9N5_MOUSE,6PNQ_B,7e-17,129.79,129.79,0.00,129.79
tr|G5E8L3|G5E8L3_MOUSE,5U08_A,5.1e-13,88.75,71.44,4.81,71.28
tr|J3QNE4|J3QNE4_MOUSE,7O4H_D,0.25,63.96,nan,nan,nan
tr|J3QNQ5|J3QNQ5_MOUSE,6WCQ_C,1.7e-10,102.83,73.39,10.48,72.70
tr|Q14C10|Q14C10_MOUSE,7DDZ_A,3.3e-05,69.5,64.83,2.30,64.79
tr|Q2MDG1|Q2MDG1_MOUSE,6T90_K,0.072,50.31,nan,nan,nan
tr|Q4FZE8|Q4FZE8_MOUSE,2A2U_A,2.3e-20,119.06,88.73,14.96,87.39
tr|Q7TRN4|Q7TRN4_MOUSE,7BVQ_B,1.5e-22,164.79,135.71,19.18,133.98
tr|Q7TRX0|Q7TRX0_MOUSE,7BVQ_B,2.3e-27,193.55,153.19,22.23,151.07
tr|Q80X98|Q80X98_MOUSE,5YZG_Z,1.6e-260,2143.66,236.35,271.57,172.50
tr|Q8VGJ0|Q8VGJ0_MOUSE,7JOZ_R,1.9e-26,190.42,151.22,20.77,149.46
tr|Q8VGP8|Q8VGP8_MOUSE,7BVQ_B,1.4e-27,194.25,152.70,22.70,150.46
